(781.4152, 620.0607, 695.3896)
(347.0452, 876.1074, 137.3162)
(332.7662, 160.0818, 342.0722)
(141.4227, 494.7208, 280.6387)
(339.0689, 581.6869, 738.5675)
(62.63138, 24.45991, 427.5168)
(123.6810, 737.1573, 15.21349)
(574.8077, 416.3083, 228.8066)
(967.1945, 307.4666, 556.4740)
(128.0761, 598.4005, 714.8769)
(252.3044, 596.7273, 807.4749)
(959.4591, 8.819036, 610.2060)
(314.3458, 383.4298, 200.3014)
(786.6122, 343.2042, 241.4060)
(20.77224, 39.17164, 470.2393)
(278.6353, 273.8409, 403.7180)
(677.5987, 450.3627, 13.30474)
(720.3467, 44.93554, 842.1686)
(964.3118, 258.1470, 262.6417)
(247.0288, 536.6808, 11.75535)
(349.4465, 907.3583, 950.1039)
(150.4090, 508.4863, 672.4051)
(713.4291, 11.20310, 78.21820)
(147.0587, 202.0319, 110.3742)
(903.6632, 488.4301, 603.4496)
(882.6492, 282.4212, 158.4449)
(855.9490, 239.0044, 804.6987)
(280.1716, 487.5500, 568.5810)
(85.23501, 270.6807, 471.2158)
(545.9994, 328.4986, 41.89580)
(304.4529, 907.9029, 172.8577)
(395.1592, 515.4456, 428.2437)
(23.60336, 194.0908, 728.0690)
(448.6013, 375.7208, 510.7635)
(218.6903, 680.6925, 245.1701)
(244.2654, 628.5774, 448.1976)
(881.1393, 612.3487, 135.9880)
(192.0822, 409.2866, 543.1008)
(895.6067, 854.7501, 884.3789)
(205.3927, 46.93936, 706.6019)
(549.9733, 849.2763, 875.5601)
(273.9179, 722.8688, 675.5168)
(46.72919, 315.4143, 858.9781)
(655.0458, 897.8773, 191.3472)
(801.0425, 125.3236, 945.7637)
(547.6612, 133.2198, 480.3877)
(638.7755, 982.3920, 853.0357)
(490.7524, 344.8396, 232.3399)
(298.4862, 596.3029, 303.7636)
(467.9323, 343.2228, 45.90104)
(982.5136, 501.1899, 451.7409)
(880.5856, 870.9716, 30.79890)
(55.32084, 599.0137, 249.0903)
(597.4731, 78.14604, 764.1400)
(886.0891, 580.0694, 175.5441)
(990.0834, 940.3964, 369.2866)
(379.6544, 473.6683, 536.4550)
(870.2445, 415.0365, 698.2683)
(657.2595, 600.7946, 893.7787)
(31.30357, 5.591515, 942.0689)
(973.5652, 654.0726, 423.3584)
(576.5147, 818.8915, 713.5116)
(338.2261, 714.5055, 399.2041)
(588.9881, 416.8644, 515.5470)
(726.1622, 934.3369, 310.5938)
(990.1280, 634.4881, 497.0496)
(911.0404, 778.3818, 587.9867)
(745.8153, 33.56255, 399.9407)
(818.2688, 46.49986, 794.7164)
(987.6726, 292.5142, 427.1294)
(287.8755, 45.38894, 623.2525)
(19.51547, 279.3084, 456.1116)
(72.62851, 861.8296, 826.5523)
(872.0712, 192.9497, 117.6919)
(662.8007, 565.2944, 525.4866)
(665.1957, 130.2427, 38.41487)
(974.5181, 707.7375, 264.8572)
(998.2093, 150.4728, 258.5628)
(350.0760, 784.3274, 5.728059)
(347.5753, 881.9808, 958.7404)
(571.1718, 360.1859, 443.2976)
(604.5842, 434.0328, 163.8014)
(400.3896, 777.3190, 885.7170)
(593.9682, 716.7384, 703.4654)
(356.4714, 427.2008, 401.0261)
(550.6106, 801.6202, 171.1253)
(284.9068, 36.90286, 240.8880)
(896.7680, 897.8689, 704.8752)
(492.9363, 851.6124, 168.2492)
(435.1498, 507.6947, 768.4321)
(554.4643, 631.3863, 352.3705)
(653.8857, 31.86946, 597.7339)
(62.16082, 308.4368, 993.3457)
(783.0464, 64.68191, 997.3243)
(790.7527, 958.2059, 822.9581)
(507.0729, 76.75862, 884.0841)
(673.4904, 261.3864, 582.2841)
(706.9461, 565.4421, 335.2137)
(245.8597, 141.4723, 576.3406)
(941.3232, 827.6073, 478.0389)
(603.9013, 426.8514, 313.3079)
(601.4509, 608.6301, 887.0260)
(392.1150, 479.9794, 141.7525)
(282.5850, 292.9145, 59.29348)
(659.7562, 300.3291, 61.11363)
(83.72126, 317.4152, 314.7582)
(148.7719, 141.2031, 484.5870)
(471.8447, 835.4574, 136.3294)
(264.3440, 324.6962, 569.0275)
(481.9742, 640.1127, 458.1521)
(780.6920, 527.2486, 720.4495)
(238.2417, 133.2209, 121.8083)
(725.8820, 147.9168, 408.0028)
(768.9491, 2.889093, 184.5374)
(474.8539, 522.4184, 348.5792)
(433.2630, 841.0097, 614.4626)
(380.9573, 249.7573, 321.6087)
(856.3105, 488.8479, 443.4739)
(251.2020, 981.0686, 172.5562)
(487.2326, 504.3847, 448.8783)
(201.2163, 39.84426, 288.5563)
(704.1431, 86.47694, 17.17340)
(318.0704, 525.6973, 810.7295)
(36.25873, 517.6291, 878.9333)
(634.4720, 292.9357, 831.7189)
(664.1562, 49.64470, 851.8213)
(78.16962, 825.7667, 653.8496)
(877.5315, 26.54467, 583.3110)
(785.2948, 551.6088, 65.04315)
(932.9597, 238.0701, 299.8318)
(853.9101, 173.5995, 298.9750)
(474.3740, 372.0097, 908.4346)
(633.5745, 823.6629, 608.2194)
(907.8023, 251.4590, 921.7712)
(977.6502, 202.8090, 903.8270)
(228.7432, 189.3874, 36.38777)
(797.4995, 602.4295, 918.4827)
(623.4676, 402.3002, 905.1608)
(151.3025, 189.1267, 503.4189)
(786.9477, 432.0637, 419.8792)
(361.8847, 878.8417, 632.4501)
(311.6140, 994.6456, 394.6346)
(14.61371, 339.1697, 155.9531)
(566.2067, 536.6161, 49.08446)
(524.8005, 450.5699, 377.4648)
(442.7145, 20.05913, 364.9664)
(572.3370, 988.6580, 867.6912)
(637.3089, 543.3688, 690.2592)
(295.0021, 401.7541, 24.51564)
(408.9030, 235.3169, 885.3057)
(564.4616, 565.8336, 488.7367)
(21.04576, 358.3699, 408.3528)
(119.7413, 216.8790, 608.4264)
(262.4678, 705.3605, 843.5656)
(34.63267, 589.3627, 260.4386)
(293.2952, 397.1474, 198.4746)
(247.1566, 489.1270, 129.6710)
(665.4446, 144.4669, 385.2919)
(234.8981, 882.8077, 433.4248)
(272.6077, 643.9422, 648.9651)
(721.5761, 707.1178, 117.8581)
(401.7593, 947.5799, 481.5093)
(598.9550, 511.8449, 266.1050)
(334.9104, 659.4981, 36.00732)
(252.7489, 50.29898, 287.6541)
(462.6448, 545.2729, 155.9896)
(825.1299, 794.7749, 875.8458)
(713.4835, 296.8950, 236.1764)
(742.2211, 566.3875, 705.6620)
(876.6137, 629.8569, 984.1151)
(162.4287, 37.52359, 787.9111)
(866.6913, 827.3545, 320.0727)
(44.81435, 519.1768, 765.5627)
(38.11118, 41.73257, 563.0224)
(733.1158, 376.2639, 583.6911)
(718.0487, 844.4170, 566.2083)
(487.4288, 32.72617, 819.6351)
(370.0869, 437.1956, 637.0028)
(220.4431, 389.0022, 883.6942)
(262.0964, 675.3924, 61.62436)
(935.1977, 539.4254, 612.6242)
(723.1308, 526.5487, 614.2092)
(401.3404, 783.9694, 898.2662)
(676.2179, 156.5232, 882.3079)
(561.3458, 827.6896, 656.7990)
(881.4973, 458.5484, 123.5738)
(972.0986, 691.4317, 23.01866)
(709.9861, 419.8588, 203.3431)
(164.9718, 755.0818, 422.9546)
(71.30928, 16.92053, 229.4772)
(692.3325, 684.5962, 418.4993)
(695.8531, 895.4439, 433.8867)
(731.3641, 962.4830, 651.0510)
(287.4743, 538.9170, 817.1247)
(248.7911, 789.6204, 198.7161)
(111.0078, 969.0445, 801.4886)
(11.38662, 127.5342, 262.1557)
(699.3757, 974.6519, 524.7867)
(308.9026, 301.3611, 714.7416)
(123.0191, 724.2999, 474.9916)
(185.9266, 470.9609, 211.3563)
(252.2069, 192.2585, 445.0372)
(8.283035, 271.3953, 584.7664)
(71.45544, 884.8750, 558.2417)
(241.3834, 414.5580, 246.3470)
(961.9061, 577.7373, 638.8850)
(621.8214, 57.02769, 403.6441)
(280.0248, 484.9132, 947.1138)
(367.6963, 364.5596, 827.4565)
(231.0190, 131.7283, 263.2371)
(410.3573, 280.4687, 658.1797)
(51.91695, 915.8392, 167.9180)
(693.4590, 731.8501, 522.9811)
(766.4700, 589.3345, 870.4537)
(543.4119, 22.10465, 120.1464)
(83.94420, 870.3483, 927.0887)
(825.2493, 330.9810, 926.8163)
(509.1507, 730.5478, 166.8604)
(700.9032, 965.8136, 979.2884)
(924.7782, 238.2316, 201.1799)
(60.41552, 331.2529, 649.5389)
(141.4544, 793.7854, 164.9686)
(299.2780, 632.5868, 213.3631)
(432.0569, 325.5351, 182.5903)
(754.2028, 948.1921, 86.27983)
(504.3750, 968.5309, 370.8220)
(407.0312, 651.3016, 65.61114)
(485.3986, 760.4287, 485.1268)
(172.2810, 7.609052, 613.9539)
(386.5681, 159.0943, 216.3360)
(233.1424, 396.3667, 215.9019)
(523.4007, 166.0675, 426.4747)
(167.4368, 451.0581, 481.6610)
(789.8290, 670.0539, 571.7248)
(589.5640, 62.10782, 30.19706)
(674.5253, 130.6731, 194.8931)
(353.4353, 787.9389, 995.3614)
(902.7810, 165.0240, 726.1235)
(10.51549, 543.1963, 394.8997)
(504.3766, 178.0283, 115.9762)
(877.8207, 313.6744, 701.2398)
(560.1872, 98.00547, 739.3032)
(154.0026, 209.1372, 938.1118)
(565.2623, 292.5879, 120.1309)
(643.7274, 804.3820, 13.52231)
(33.20180, 989.7198, 582.9509)
(839.6697, 848.8277, 947.8110)
(101.0981, 179.4363, 868.5100)
(733.6048, 194.2151, 275.8868)
(496.0571, 209.0001, 942.3409)
(452.8134, 764.4742, 48.47504)
(366.6606, 740.3936, 827.5086)
(955.1182, 493.0931, 450.0169)
(504.1488, 478.5221, 993.3581)
(591.1402, 84.71166, 649.7341)
(133.9269, 296.6639, 858.5857)
(770.3863, 1.862691, 561.2894)
(252.2258, 131.8916, 860.7549)
(692.6356, 16.61190, 371.2092)
(986.7465, 820.5507, 680.1026)
(468.1352, 537.0358, 713.0585)
(325.4167, 74.37693, 851.2156)
(917.7250, 808.3824, 5.810530)
(73.38505, 950.9225, 760.0851)
(238.3108, 122.1377, 844.5012)
(25.13564, 669.3714, 884.2876)
(875.7559, 740.9632, 250.4104)
(930.5533, 711.3005, 921.3120)
(823.1729, 197.3636, 511.5230)
(208.4938, 161.0052, 856.4954)
(771.7083, 477.4087, 225.9822)
(31.38569, 802.6646, 95.90778)
(666.9183, 77.69193, 784.7892)
(919.7193, 894.1857, 953.9973)
(283.9477, 596.9081, 871.0011)
(550.4742, 951.3262, 305.6747)
(927.4252, 930.8306, 904.5429)
(869.2338, 486.7402, 176.9672)
(915.7783, 70.53912, 578.1419)
(846.4742, 142.4976, 68.74014)
(419.7958, 147.3843, 568.4989)
(84.47136, 136.2590, 545.4892)
(741.5231, 857.3818, 903.0747)
(939.0019, 638.5083, 969.7137)
(418.9844, 460.4231, 720.7627)
(794.2354, 607.6945, 665.1371)
(317.8624, 710.4204, 921.4625)
(167.5202, 483.9602, 225.4495)
(401.9435, 726.2039, 397.4123)
(809.3872, 923.7565, 445.5789)
(168.1952, 593.7562, 695.0927)
(987.6709, 663.4954, 532.6935)
(108.3917, 678.1538, 582.1045)
(304.9345, 533.6654, 925.4953)
(534.8536, 990.0190, 487.4393)
(672.0529, 354.2567, 533.3586)
(873.5188, 452.3575, 180.8194)
(89.14669, 698.8726, 230.8280)
(144.0983, 631.5204, 714.8439)
(381.7706, 610.5638, 611.9140)
(954.6752, 61.70903, 42.63966)
(21.16190, 11.93956, 738.8886)
(473.9488, 961.6228, 209.9312)
(851.1797, 515.7975, 716.4046)
(542.3648, 371.5873, 551.2784)
(319.6719, 338.8793, 591.1455)
(510.0635, 883.0116, 165.8266)
(566.1436, 185.9889, 248.9217)
(385.6598, 477.3915, 575.9164)
(57.67092, 128.9067, 636.5851)
(134.0737, 16.05396, 171.2361)
(980.7815, 133.1443, 936.9349)
(366.4849, 679.5368, 579.7842)
(137.9385, 819.7204, 910.3941)
(229.9977, 887.2038, 957.4626)
(962.1367, 299.9006, 934.7676)
(7.084213, 549.5499, 420.8388)
(542.8894, 170.1432, 647.3462)
(211.6151, 105.4702, 963.9848)
(205.4237, 614.7062, 166.6460)
(761.3739, 808.7289, 802.8200)
(583.6690, 568.1868, 747.6954)
(15.96317, 649.3047, 479.3055)
(952.5217, 176.3449, 222.1893)
(33.81109, 973.4355, 512.9466)
(302.8990, 911.3749, 492.5735)
(688.4352, 38.88425, 36.38939)
(871.1773, 142.2855, 827.9168)
(137.8653, 889.4743, 443.5146)
(74.28633, 304.4572, 126.8721)
(468.3061, 121.6668, 835.1507)
(418.9499, 103.0254, 113.3476)
(981.1639, 445.1790, 18.69262)
(793.3958, 787.4800, 757.3461)
(770.8884, 795.2800, 312.1310)
(529.2877, 113.3205, 564.5424)
(947.9049, 865.7768, 935.8770)
(885.2582, 448.5399, 784.2222)
(721.9310, 912.2663, 504.7089)
(857.2600, 700.9468, 717.4952)
(437.1773, 93.32776, 200.0649)
(634.1371, 607.4409, 818.9156)
(800.3150, 90.95476, 673.9221)
(234.3865, 15.42241, 202.6212)
(694.4114, 790.0505, 138.8309)
(127.7093, 389.9010, 784.5640)
(841.5689, 70.75320, 584.2535)
(354.7032, 832.9332, 871.7082)
(958.2951, 580.1347, 621.6530)
(316.1276, 764.9077, 552.9745)
(12.23380, 641.4658, 87.52783)
(68.68492, 459.5555, 269.0991)
(556.1328, 76.21603, 837.5238)
(402.9321, 178.3141, 140.2440)
(469.6373, 17.82658, 65.40093)
(937.9030, 515.7429, 694.5569)
(425.8014, 266.5417, 933.0042)
(937.5483, 118.7801, 100.7642)
(255.2061, 864.3109, 439.7833)
(26.34164, 381.9561, 643.2254)
(592.1612, 733.4932, 436.1305)
(638.1729, 448.7164, 352.5497)
(466.0390, 991.4397, 814.9347)
(97.11627, 465.2545, 293.3471)
(386.0200, 87.54699, 729.8684)
(55.18294, 972.9711, 221.8403)
(56.09386, 954.2208, 406.8898)
(665.9457, 648.6399, 183.9233)
(690.5133, 871.9544, 924.1257)
(784.8251, 638.6062, 25.71853)
(542.9980, 575.0881, 211.3332)
(480.1112, 143.9448, 84.30967)
(215.0673, 55.39964, 237.6786)
(974.8464, 858.2607, 13.05989)
(631.1849, 569.6937, 891.0266)
(186.8066, 572.0942, 418.8309)
(700.9390, 984.6573, 525.7477)
(363.9048, 801.2676, 941.4832)
(133.7795, 148.1842, 592.4120)
(70.72941, 425.6320, 442.8668)
(143.6932, 529.8114, 814.3661)
(106.0668, 20.89974, 13.10876)
(737.4078, 583.1496, 855.0631)
(818.4925, 73.50320, 647.5132)
(434.8668, 805.9215, 620.1258)
(64.44132, 579.8571, 270.8464)
(992.8924, 366.2738, 982.2392)
(341.9484, 259.2076, 648.8554)
(463.4970, 665.1275, 523.3558)
(173.0274, 825.3755, 979.6337)
(464.6082, 617.8339, 596.9062)
(699.8080, 493.6038, 33.10316)
(465.1475, 759.0668, 830.2937)
(865.1592, 146.1375, 793.5259)
(285.1214, 995.5973, 751.2362)
(193.0100, 938.8281, 338.3350)
(469.5505, 680.1491, 257.3411)
(420.5217, 503.4975, 863.7974)
(353.6115, 328.3496, 783.7683)
(620.1527, 302.0194, 528.3718)
(912.0047, 278.6787, 384.0629)
(394.5812, 165.3936, 316.2600)
(133.4866, 696.2487, 158.1220)
(672.9322, 868.7902, 929.3601)
(944.2164, 860.0460, 179.1856)
(118.4241, 909.7151, 748.8212)
(456.5411, 643.4454, 801.3911)
(300.9531, 186.6701, 735.9844)
(646.3538, 527.2181, 123.4768)
(480.4317, 96.81630, 651.9171)
(904.9778, 589.9391, 954.1129)
(787.4705, 924.0627, 742.8451)
(250.6955, 439.5543, 462.0488)
(968.9326, 251.3260, 798.8333)
(209.6184, 440.4415, 223.0106)
(103.6071, 286.6055, 23.44446)
(590.3989, 294.5409, 788.3196)
(128.9683, 382.3881, 847.0992)
(707.6622, 713.1153, 489.5356)
(900.3446, 797.1956, 766.4012)
(328.5880, 765.3981, 580.5839)
(264.5851, 942.9861, 481.0878)
(238.4150, 354.4181, 459.5975)
(324.1350, 553.3598, 494.9809)
(60.16751, 92.64512, 441.9029)
(372.6221, 341.0575, 534.6807)
(845.5120, 683.9397, 984.7672)
(519.2980, 938.0818, 296.7744)
(172.5048, 402.6276, 645.8048)
(860.8050, 52.68105, 591.3720)
(472.2802, 700.0494, 905.6592)
(474.4761, 490.6752, 666.3810)
(319.3942, 736.7102, 151.1006)
(721.0742, 817.7356, 576.4748)
(244.0504, 177.3846, 932.1580)
(484.3053, 966.7920, 907.2630)
(578.5128, 69.31451, 533.9715)
(340.4785, 984.0701, 866.1669)
(183.4167, 713.7094, 128.6385)
(201.1241, 766.1912, 912.5248)
(792.9122, 935.2466, 309.3575)
(167.6474, 906.4014, 398.9685)
(71.66273, 47.44423, 780.3516)
(843.9956, 674.4563, 473.2431)
(236.9506, 568.7969, 801.5890)
(918.8186, 374.8610, 201.8789)
(820.8279, 579.2293, 911.6932)
(744.5418, 447.4493, 48.12210)
(610.4639, 659.9211, 211.1419)
(967.6435, 294.3497, 665.8171)
(71.17183, 190.2200, 357.1584)
(941.1063, 985.9149, 197.6828)
(462.8991, 115.4141, 637.3696)
(967.5193, 344.6276, 757.2084)
(771.1073, 957.4356, 227.3926)
(98.54639, 847.3083, 613.9098)
(419.5900, 332.3744, 749.0667)
(668.0031, 43.36767, 200.5406)
(334.0235, 481.3812, 701.8966)
(485.5356, 509.6111, 875.2715)
(141.3415, 696.4240, 339.7556)
(215.9540, 571.2294, 481.4712)
(398.7948, 983.3476, 414.6165)
(253.6074, 240.6201, 730.3093)
(655.0079, 101.0977, 364.6502)
(75.41794, 867.3755, 298.6124)
(521.1816, 382.2561, 250.8568)
(643.3087, 532.9485, 847.5454)
(675.8000, 395.5427, 74.34932)
(986.9216, 848.7436, 819.4402)
(4.771819, 939.6624, 158.6896)
(202.7483, 926.7616, 580.3013)
(693.6387, 734.1841, 607.4400)
(154.7748, 213.8146, 846.8825)
(772.5785, 51.55657, 544.3044)
(423.5245, 602.0853, 359.1367)
(19.98116, 801.2994, 901.3489)
(62.19466, 74.56975, 649.0227)
(563.9176, 80.90834, 48.54033)
(586.4930, 412.3723, 884.0199)
(577.1940, 910.5222, 943.9728)
(60.55905, 694.8213, 890.0260)
(804.7201, 55.49140, 909.1765)
(878.1004, 41.88879, 292.0264)
(76.71856, 931.1473, 326.8377)
(987.8741, 840.1168, 704.8406)
(369.9994, 312.3937, 791.4146)
(149.0488, 676.3936, 947.3207)
(240.9820, 926.7469, 669.7925)
(761.5979, 705.9675, 549.4587)
(938.7927, 15.77055, 782.3857)
(907.8792, 42.52207, 487.4285)
(50.24495, 301.0220, 855.5239)
(955.3021, 78.23343, 33.52935)
(945.5200, 703.8302, 387.4339)
(391.6680, 798.2588, 120.3261)
(428.3427, 110.0155, 53.49836)
(987.2709, 258.1079, 450.9112)
(60.36856, 780.7556, 617.3899)
(686.4166, 189.8862, 117.6858)
(535.5810, 53.78822, 322.2790)
(549.0408, 416.2912, 242.3224)
(858.9940, 35.26120, 812.0299)
(93.87760, 417.8302, 757.7035)
(728.8734, 451.4237, 84.54837)
(445.0675, 352.6142, 61.60284)
(746.5589, 968.7597, 558.4389)
(990.5152, 549.8897, 822.3048)
(421.5748, 300.7673, 961.5727)
(987.1662, 210.5808, 585.2372)
(297.8761, 846.6719, 39.04258)
(584.0208, 786.4323, 33.17744)
(418.3540, 253.6295, 446.2873)
(534.1212, 454.0358, 583.7063)
(78.21136, 960.2508, 312.6571)
(962.3206, 686.2691, 585.0101)
(901.8777, 72.28658, 497.6510)
(681.8855, 407.4316, 147.9295)
(534.1151, 720.4119, 432.0154)
(932.3003, 408.0774, 168.5325)
(36.03175, 797.0003, 580.4245)
(22.09684, 861.9688, 318.5454)
(848.4994, 692.4627, 902.8734)
(74.54711, 228.4325, 544.4458)
(168.8917, 528.9409, 716.0566)
(201.2288, 692.2150, 665.0320)
(651.0537, 731.3076, 844.9747)
(451.2646, 501.7322, 953.1087)
(885.6775, 327.3505, 966.9334)
(385.5628, 50.67055, 635.7169)
(207.0025, 836.6669, 242.8576)
(330.1482, 860.5481, 227.9037)
(577.4726, 347.0098, 295.8374)
(986.3202, 594.1411, 756.5444)
(144.1496, 310.0952, 962.7261)
(164.4304, 800.2233, 617.5445)
(895.5707, 867.0849, 994.0944)
(798.7250, 271.7038, 971.0771)
(940.1228, 205.1103, 700.3744)
(981.4999, 861.8527, 903.2074)
(364.9262, 413.2196, 869.5432)
(411.4825, 485.5090, 591.5900)
(273.7387, 962.5510, 706.4555)
(148.4801, 417.1272, 406.2711)
(507.3263, 654.3154, 33.15575)
(967.1529, 998.6461, 488.2861)
(928.4382, 466.3715, 110.2143)
(281.9117, 550.8999, 30.62977)
(205.5799, 248.7932, 582.8552)
(10.17826, 660.8220, 273.6075)
(294.8135, 577.4498, 757.1680)
(893.2280, 780.7460, 451.0113)
(545.2212, 209.2669, 589.8329)
(282.8746, 2.649567, 312.3495)
(487.3372, 526.6401, 886.1118)
(51.03246, 273.2227, 6.474558)
(182.9672, 800.4787, 624.4493)
(982.5429, 926.9253, 465.7910)
(922.5400, 266.2291, 509.2502)
(90.29510, 891.0127, 771.2881)
(241.4326, 327.0387, 666.6208)
(8.972768, 119.3859, 493.3506)
(614.0352, 147.1736, 202.2117)
(94.46741, 793.6325, 693.6999)
(974.4093, 513.9979, 496.4378)
(311.0116, 388.0797, 39.34874)
(668.9846, 971.9887, 6.192400)
(487.1849, 379.9265, 498.6953)
(845.3463, 515.5378, 681.6410)
(466.5574, 37.66203, 94.31256)
(378.8182, 649.9345, 388.4919)
(736.6727, 220.1272, 429.7127)
(315.5284, 826.1064, 3.489346)
(61.29568, 356.6286, 761.8930)
(906.2747, 302.2045, 672.2538)
(737.2007, 131.8646, 659.4356)
(514.8470, 653.1514, 589.4954)
(431.7461, 636.7419, 55.88410)
(949.1135, 803.1621, 13.30590)
(7.943846, 817.1306, 481.2135)
(37.97924, 498.2066, 214.4736)
(737.7118, 582.6698, 322.0305)
(796.1651, 289.2846, 902.6074)
(366.3968, 459.8676, 115.3789)
(403.2494, 898.4733, 62.35160)
(206.0305, 707.1585, 748.2883)
(8.732468, 214.3839, 301.9514)
(248.0645, 354.5368, 173.7195)
(262.4327, 422.2050, 895.2288)
(760.6172, 224.8921, 190.9682)
(438.7334, 69.84802, 806.2495)
(278.5042, 80.74801, 487.6456)
(147.2807, 129.1523, 853.2297)
(83.15663, 95.55229, 356.7271)
(544.3859, 830.1180, 850.9284)
(177.9320, 830.7812, 143.1462)
